RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,17.00,47.20
2,PICCOLO,1.00,2.75
3,AMERICANO,4.00,10.40
4,CAPPUCCINO,8.00,24.40
5,LATTE,14.00,44.10
6,ESPRESSO,1.00,2.45
12,HOT CHOCOLATE,2.00,7.10
17,BABYCINO,3.00,0.00
22,EARL GREY,2.00,5.90
26,TRUFFLE MUSHROOMS,2.00,17.00
30,LONG BLACK,4.00,11.40
36,MINI HOT CHOC,2.00,4.00
38,ENGLISH BREAKFAST,13.00,37.61
44,COLA,1.00,2.90
54,SPARKLING WATER,2.00,6.00
61,ORANGE JUICE,2.00,6.00
62,MOCHA,6.00,21.30
67,FRY,13.00,153.00
68,POACHED NECTARINE,2.00,24.00
71,SYRUP,2.00,0.80
72,CREAM,2.00,0.80
76,PORK WAFFLES,1.00,9.95
77,TURKISH EGGS,1.00,7.95
83,COCONUT WAFFLES,2.00,22.00
84,WEARE KOMBUCHA,1.00,3.70
87,BREAKFAST BOWL,6.00,69.00
91,TRUFFLED FRIES,1.00,5.50
100,TOAST,6.00,24.00
101,ESPRESSO MARMALADE,2.00,0.00
104,SAUSAGE ROLL,2.00,7.00
112,EXTRA BACON,1.00,1.50
113,EXTRA EGG,3.00,3.00
116,EXTRA BEANS,1.00,1.50
120,EXTRA SAUSAGE,3.00,4.50
124,EXTRA TOAST,1.00,0.50
132,T/A ,6.00,0.00
142,KIDS SAUSAGE BEANS,1.00,4.95
145,KIDS BACON & BEANS,3.00,14.85
163,CAKE SLICE,27.00,81.00
195,BREAD,3.00,10.50
239,BANANA GRANOLA,3.00,14.85
240,BAKED HAM,3.00,26.85
251,ALTITUDE 220,2.00,13.90
342, KALE KICK,2.00,9.20
343,COCO LOCO ,1.00,4.60
344, STRAWB MILKSHAKE,1.00,4.10
346,CHOCO MILKSHAKE ,1.00,4.10
402, �3.50 BREAD,4.00,14.00
403, �4.00 BREAD,1.00,4.00
901,OAT MILK,7.00,0.00
902,DECAF,3.00,0.00
904,EXTRA HOT,1.00,0.00
905,BLACK,2.00,0.00
908,COLD MILK,2.00,0.00
920,POACHED,2.00,0.00
921,SCRAMBLED,1.00,0.00
930,JUST BUTTER,4.00,0.00
944,VANILLA,1.00,0.00
946,CARAMEL,1.00,0.00

