RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,8.00,23.60
2,PICCOLO,1.00,2.75
3,AMERICANO,3.00,7.80
4,CAPPUCCINO,3.00,9.15
5,LATTE,2.00,6.30
8,OWN CUP,1.00,2.40
9,CHEMEX,1.00,3.75
19,GREEN TEA,2.00,5.90
23,MISC DRINK,1.00,3.00
24,MISC FOOD,2.00,11.25
26,TRUFFLE MUSHROOMS,3.00,17.00
27,GF CAKE,2.00,6.50
29,KIDS GRANOLA,2.00,4.95
35,ICED MOCHA,1.00,3.60
38,ENGLISH BREAKFAST,2.00,5.90
44,COLA,2.00,5.80
49,WHITE WINE,3.00,13.80
51,SHEPPYS,1.00,4.60
66,GARLIC BUTTER,3.00,26.85
67,FRY,1.00,12.00
70,VEGAN FRY,1.00,12.00
71,SYRUP,1.00,0.40
76,PORK WAFFLES,3.00,29.85
77,TURKISH EGGS,6.00,47.70
84,WEARE KOMBUCHA,2.00,7.40
87,BREAKFAST BOWL,1.00,11.50
98,FRIES,1.00,3.00
113,EXTRA EGG,1.00,1.00
132,T/A ,6.00,0.00
139,COCONUT MILK,2.00,0.00
163,CAKE SLICE,6.00,16.50
240,BAKED HAM,1.00,8.95
251,ALTITUDE 220,2.00,13.90
252,MILL TOWN 220,1.00,6.95
253,CAMPBELL STREET 220,1.00,6.95
256,ETHIOPIAN 220,0.00,0.00
402, �3.50 BREAD,1.00,3.50
403, �4.00 BREAD,1.00,4.00
901,OAT MILK,1.00,0.00
902,DECAF,2.00,0.00
905,BLACK,1.00,0.00
906,HOT MILK,1.00,0.00
908,COLD MILK,1.00,0.00
920,POACHED,1.00,0.00
944,VANILLA,0.00,0.00
962,GLUTEN FREE,1.00,0.00

