RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,26.00,64.89
3,AMERICANO,8.00,20.80
4,CAPPUCCINO,15.00,42.70
5,LATTE,13.00,40.95
9,CHEMEX,3.00,11.25
12,HOT CHOCOLATE,5.00,17.75
19,GREEN TEA,2.00,5.90
20,CHAMOMILE,1.00,2.95
22,EARL GREY,1.00,2.95
24,MISC FOOD,5.00,20.00
26,TRUFFLE MUSHROOMS,6.00,42.50
30,LONG BLACK,3.00,8.55
38,ENGLISH BREAKFAST,2.00,5.90
41,APPLE JUICE,1.00,3.00
42,ICED CHOCOLATE ,1.00,3.60
54,SPARKLING WATER,1.00,3.00
61,ORANGE JUICE,1.00,3.00
62,MOCHA,3.00,10.65
63,CHAI LATTE,4.00,14.20
66,GARLIC BUTTER,1.00,8.95
67,FRY,15.00,180.00
68,POACHED NECTARINE,1.00,12.00
71,SYRUP,3.00,1.10
72,CREAM,1.00,0.40
73,NO CREAM,4.00,0.00
76,PORK WAFFLES,3.00,29.85
77,TURKISH EGGS,2.00,11.92
83,COCONUT WAFFLES,4.00,44.00
84,WEARE KOMBUCHA,1.00,3.70
87,BREAKFAST BOWL,6.00,69.00
91,TRUFFLED FRIES,1.00,5.50
100,TOAST,5.00,18.00
101,ESPRESSO MARMALADE,2.00,0.00
104,SAUSAGE ROLL,3.00,10.50
112,EXTRA BACON,4.00,5.25
113,EXTRA EGG,4.00,3.00
120,EXTRA SAUSAGE,2.00,2.25
124,EXTRA TOAST,2.00,1.00
132,T/A ,2.00,0.00
139,COCONUT MILK,2.00,0.00
142,KIDS SAUSAGE BEANS,3.00,14.85
143,KIDS VEGAN SAUSAGE,1.00,4.95
145,KIDS BACON & BEANS,2.00,9.90
163,CAKE SLICE,18.00,52.50
165,DOUGHNUTS,6.00,24.00
168,COOKIE,4.00,12.00
176,SHEPPYS ELDER,1.00,4.60
195,BREAD,2.00,7.00
239,BANANA GRANOLA,2.00,9.90
240,BAKED HAM,2.00,17.90
248,KIMCHI 500ML  ,0.00,0.00
251,ALTITUDE 220,2.00,13.90
253,CAMPBELL STREET 220,1.00,6.95
259,SWISS DECAF 220,1.00,6.95
325,EXTRA HASH BROWN,1.00,1.00
331,VOCATION,1.00,4.60
343,COCO LOCO ,5.00,23.00
345,VANILLA MILKSHAKE ,1.00,4.10
402, �3.50 BREAD,5.00,17.50
403, �4.00 BREAD,4.00,16.00
901,OAT MILK,18.00,0.00
902,DECAF,10.00,0.00
905,BLACK,5.00,0.00
906,HOT MILK,2.00,0.00
908,COLD MILK,1.00,0.00
920,POACHED,2.00,0.00
923,FRIED,2.00,0.00
927,JAM,1.00,0.00
930,JUST BUTTER,2.00,0.00
944,VANILLA,2.00,0.00
946,CARAMEL,1.00,0.00
960, TIPS,1.00,4.80

