RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,21.00,61.95
3,AMERICANO,9.00,22.10
4,CAPPUCCINO,15.00,45.75
5,LATTE,16.00,50.40
6,ESPRESSO,1.00,2.45
9,CHEMEX,1.00,3.75
12,HOT CHOCOLATE,3.00,10.65
17,BABYCINO,1.00,0.00
18,LEMONGRASS,1.00,2.95
23,MISC DRINK,1.00,3.00
26,TRUFFLE MUSHROOMS,6.00,51.00
27,GF CAKE,1.00,3.25
30,LONG BLACK,1.00,2.85
36,MINI HOT CHOC,1.00,2.00
38,ENGLISH BREAKFAST,3.00,8.85
41,APPLE JUICE,1.00,3.00
44,COLA,1.00,2.90
45,LEMONY LEMONADE ,1.00,2.90
54,SPARKLING WATER,1.00,3.00
62,MOCHA,5.00,17.75
63,CHAI LATTE,5.00,17.75
64,KOMBUCHA,1.00,3.70
66,GARLIC BUTTER,2.00,17.90
67,FRY,9.00,102.00
68,POACHED NECTARINE,2.00,24.00
70,VEGAN FRY,2.00,24.00
71,SYRUP,9.00,3.60
72,CREAM,2.00,0.80
73,NO CREAM,1.00,0.00
76,PORK WAFFLES,1.00,9.95
77,TURKISH EGGS,1.00,7.95
83,COCONUT WAFFLES,2.00,16.50
84,WEARE KOMBUCHA,1.00,3.70
87,BREAKFAST BOWL,1.00,11.50
91,TRUFFLED FRIES,2.00,11.00
100,TOAST,3.00,12.00
101,ESPRESSO MARMALADE,1.00,0.00
104,SAUSAGE ROLL,2.00,7.00
112,EXTRA BACON,1.00,1.50
113,EXTRA EGG,4.00,4.00
120,EXTRA SAUSAGE,4.00,6.00
132,T/A ,3.00,0.00
139,COCONUT MILK,2.00,0.00
142,KIDS SAUSAGE BEANS,1.00,4.95
143,KIDS VEGAN SAUSAGE,1.00,4.95
145,KIDS BACON & BEANS,6.00,28.46
163,CAKE SLICE,27.00,81.00
195,BREAD,2.00,7.00
239,BANANA GRANOLA,2.00,9.90
240,BAKED HAM,1.00,8.95
251,ALTITUDE 220,3.00,20.85
252,MILL TOWN 220,1.00,6.95
342, KALE KICK,1.00,2.30
343,COCO LOCO ,3.00,13.80
344, STRAWB MILKSHAKE,1.00,3.07
345,VANILLA MILKSHAKE ,3.00,12.30
348,EXTRA AVOCADO,1.00,1.50
402, �3.50 BREAD,2.00,7.00
403, �4.00 BREAD,8.00,32.00
901,OAT MILK,15.00,0.00
902,DECAF,2.00,0.00
905,BLACK,2.00,0.00
906,HOT MILK,3.00,0.00
908,COLD MILK,3.00,0.00
920,POACHED,3.00,0.00
921,SCRAMBLED,1.00,0.00
927,JAM,1.00,0.00
930,JUST BUTTER,1.00,0.00
944,VANILLA,2.00,0.00
945,HAZELNUT,3.00,0.00
946,CARAMEL,4.00,0.00
962,GLUTEN FREE,1.00,0.00

