RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,6.00,18.60
3,AMERICANO,5.00,14.00
4,CAPPUCCINO,2.00,6.40
5,LATTE,4.00,12.80
12,HOT CHOCOLATE,1.00,3.55
26,TRUFFLE MUSHROOMS,1.00,9.50
38,ENGLISH BREAKFAST,3.00,8.85
41,APPLE JUICE,1.00,3.00
66,GARLIC BUTTER,1.00,8.00
71,SYRUP,1.00,0.40
73,NO CREAM,1.00,0.00
76,PORK WAFFLES,1.00,14.00
77,TURKISH EGGS,1.00,8.50
87,BREAKFAST BOWL,2.00,24.00
100,TOAST,4.00,13.50
113,EXTRA EGG,4.00,6.00
139,COCONUT MILK,2.00,0.00
144,KIDS WAFFLES,1.00,0.00
163,CAKE SLICE,7.00,24.50
251,ALTITUDE 220,2.00,13.90
260,ALTITUDE 1KG,1.00,26.80
341, ICED LATTE,1.00,3.70
343,COCO LOCO ,1.00,4.60
402, �3.50 BREAD,1.00,3.50
403, �4.00 BREAD,1.00,4.00
901,OAT MILK,4.00,0.00
902,DECAF,2.00,0.00
906,HOT MILK,4.00,0.00
908,COLD MILK,1.00,0.00
920,POACHED,4.00,0.00
927,JAM,1.00,0.00
929,MARMITE,1.00,0.00
930,JUST BUTTER,2.00,0.00
944,VANILLA,1.00,0.00
960, TIPS,1.00,2.70

