RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,4.00,12.40
3,AMERICANO,5.00,11.20
4,CAPPUCCINO,9.00,25.60
5,LATTE,19.00,60.80
6,ESPRESSO,1.00,2.50
10,ICED CHAI,1.00,3.70
12,HOT CHOCOLATE,5.00,17.75
15,BEETROOT LATTE,1.00,3.70
16,TUMERIC LATTE,1.00,3.70
20,CHAMOMILE,1.00,2.95
26,TRUFFLE MUSHROOMS,5.00,47.50
27,GF CAKE,1.00,3.50
38,ENGLISH BREAKFAST,1.00,2.95
62,MOCHA,1.00,3.80
66,GARLIC BUTTER,2.00,8.00
67,FRY,3.00,40.50
70,VEGAN FRY,4.00,54.00
71,SYRUP,1.00,0.40
72,CREAM,2.00,0.80
73,NO CREAM,3.00,0.00
76,PORK WAFFLES,1.00,14.00
87,BREAKFAST BOWL,3.00,36.00
91,TRUFFLED FRIES,1.00,5.00
100,TOAST,3.00,13.50
101,ESPRESSO MARMALADE,2.00,0.00
112,EXTRA BACON,2.00,4.00
113,EXTRA EGG,5.00,7.50
118,EXTRA MUSHROOM,1.00,1.50
120,EXTRA SAUSAGE,3.00,2.00
123,GF,3.00,0.00
124,EXTRA TOAST,2.00,3.00
132,T/A ,1.00,0.00
139,COCONUT MILK,2.00,0.00
163,CAKE SLICE,19.00,66.50
195,BREAD,2.00,7.00
232,BAC & SAUS BAP,6.00,42.00
240,BAKED HAM,1.00,14.50
251,ALTITUDE 220,3.00,20.85
281,175ML WHITE,2.00,9.00
288,CAWSTON APPLE,1.00,3.00
403, �4.00 BREAD,2.00,8.00
901,OAT MILK,18.00,0.00
902,DECAF,6.00,0.00
903,WEAK,3.00,0.00
904,EXTRA HOT,2.00,0.00
905,BLACK,3.00,0.00
906,HOT MILK,2.00,0.00
920,POACHED,4.00,0.00
923,FRIED,1.00,0.00
930,JUST BUTTER,1.00,0.00
944,VANILLA,1.00,0.00

