RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,13.00,27.90
2,PICCOLO,2.00,5.80
3,AMERICANO,14.00,39.20
4,CAPPUCCINO,21.00,67.20
5,LATTE,18.00,48.00
10,ICED CHAI,1.00,3.70
18,LEMONGRASS,1.00,2.95
22,EARL GREY,1.00,2.95
31,BATCH BREW,2.00,5.80
35,ICED MOCHA,1.00,3.70
36,MINI HOT CHOC,1.00,2.00
38,ENGLISH BREAKFAST,3.00,8.85
41,APPLE JUICE,3.00,9.00
44,COLA,1.00,2.90
45,LEMONY LEMONADE ,1.00,2.90
56,CAW APPLE/PEAR,2.00,3.20
61,ORANGE JUICE,1.00,3.00
62,MOCHA,1.00,3.80
63,CHAI LATTE,2.00,7.10
67,FRY,25.00,324.00
68,POACHED NECTARINE,1.00,7.00
70,VEGAN FRY,8.00,94.50
71,SYRUP,1.00,0.40
77,TURKISH EGGS,2.00,17.00
83,COCONUT WAFFLES,1.00,12.00
84,WEARE KOMBUCHA,1.00,3.70
87,BREAKFAST BOWL,1.00,12.00
100,TOAST,10.00,45.00
101,ESPRESSO MARMALADE,1.00,0.00
104,SAUSAGE ROLL,1.00,8.00
112,EXTRA BACON,1.00,2.00
113,EXTRA EGG,9.00,13.50
120,EXTRA SAUSAGE,1.00,2.00
123,GF,1.00,0.00
132,T/A ,3.00,0.00
144,KIDS WAFFLES,1.00,5.50
163,CAKE SLICE,9.00,29.75
232,BAC & SAUS BAP,13.00,84.00
239,BANANA GRANOLA,3.00,21.00
252,MILL TOWN 220,1.00,6.95
253,CAMPBELL STREET 220,1.00,3.47
259,SWISS DECAF 220,1.00,6.95
260,ALTITUDE 1KG,1.00,26.80
325,EXTRA HASH BROWN,6.00,9.00
341, ICED LATTE,1.00,3.70
342, KALE KICK,3.00,13.80
343,COCO LOCO ,1.00,4.60
345,VANILLA MILKSHAKE ,2.00,8.40
346,CHOCO MILKSHAKE ,1.00,4.20
348,EXTRA AVOCADO,1.00,1.50
403, �4.00 BREAD,2.00,8.00
901,OAT MILK,20.00,0.00
902,DECAF,5.00,0.00
904,EXTRA HOT,0.00,0.00
905,BLACK,6.00,0.00
906,HOT MILK,5.00,0.00
908,COLD MILK,3.00,0.00
920,POACHED,7.00,0.00
923,FRIED,2.00,0.00
927,JAM,1.00,0.00
929,MARMITE,0.00,0.00
930,JUST BUTTER,6.00,0.00
946,CARAMEL,1.00,0.00
967,DAIRY ALLERGY,1.00,0.00

