RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,22.00,67.42
3,AMERICANO,10.00,28.00
4,CAPPUCCINO,8.00,22.40
5,LATTE,5.00,16.00
8,OWN CUP,2.00,4.80
12,HOT CHOCOLATE,1.00,3.55
23,MISC DRINK,1.00,5.90
24,MISC FOOD,3.00,15.00
27,GF CAKE,1.00,3.50
30,LONG BLACK,4.00,11.40
35,ICED MOCHA,1.00,3.70
38,ENGLISH BREAKFAST,2.00,5.90
54,SPARKLING WATER,0.00,0.00
61,ORANGE JUICE,1.00,3.00
62,MOCHA,2.00,7.60
64,KOMBUCHA,2.00,7.40
67,FRY,4.00,54.00
68,POACHED NECTARINE,1.00,7.00
70,VEGAN FRY,1.00,13.50
71,SYRUP,3.00,1.20
73,NO CREAM,1.00,0.00
76,PORK WAFFLES,1.00,14.00
77,TURKISH EGGS,1.00,8.50
84,WEARE KOMBUCHA,1.00,3.70
100,TOAST,2.00,9.00
103,GINGER MARMALADE,0.00,0.00
113,EXTRA EGG,3.00,4.50
117,EXTRA TOMATO,2.00,3.00
118,EXTRA MUSHROOM,2.00,3.00
120,EXTRA SAUSAGE,2.00,4.00
123,GF,1.00,0.00
132,T/A ,3.00,0.00
143,KIDS VEGAN SAUSAGE,2.00,11.00
163,CAKE SLICE,13.00,45.50
232,BAC & SAUS BAP,1.00,7.00
240,BAKED HAM,1.00,14.50
251,ALTITUDE 220,1.00,6.95
253,CAMPBELL STREET 220,1.00,6.95
287,CAWSTON ELDER,1.00,3.00
288,CAWSTON APPLE,1.00,3.00
341, ICED LATTE,4.00,14.80
343,COCO LOCO ,1.00,4.60
402, �3.50 BREAD,2.00,6.12
403, �4.00 BREAD,2.00,8.00
901,OAT MILK,12.00,0.00
902,DECAF,4.00,0.00
904,EXTRA HOT,2.00,0.00
905,BLACK,5.00,0.00
906,HOT MILK,3.00,0.00
908,COLD MILK,2.00,0.00
920,POACHED,3.00,0.00
930,JUST BUTTER,2.00,0.00
945,HAZELNUT,0.00,0.00
946,CARAMEL,3.00,0.00

