RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,8.00,24.80
3,AMERICANO,11.00,30.80
4,CAPPUCCINO,13.00,41.60
5,LATTE,3.00,9.60
6,ESPRESSO,1.00,2.50
9,CHEMEX,1.00,3.90
17,BABYCINO,0.00,0.00
19,GREEN TEA,1.00,2.95
22,EARL GREY,1.00,2.95
26,TRUFFLE MUSHROOMS,1.00,9.50
30,LONG BLACK,2.00,5.70
38,ENGLISH BREAKFAST,6.00,17.70
40,DECAF TEA,2.00,5.80
54,SPARKLING WATER,1.00,3.00
63,CHAI LATTE,1.00,3.55
66,GARLIC BUTTER,2.00,16.00
67,FRY,1.00,13.50
70,VEGAN FRY,3.00,40.50
77,TURKISH EGGS,1.00,8.50
83,COCONUT WAFFLES,1.00,12.00
100,TOAST,2.00,9.00
112,EXTRA BACON,3.00,6.00
113,EXTRA EGG,5.00,7.50
117,EXTRA TOMATO,0.00,0.00
124,EXTRA TOAST,0.00,0.00
132,T/A ,2.00,0.00
139,COCONUT MILK,1.00,0.00
163,CAKE SLICE,7.00,24.50
232,BAC & SAUS BAP,2.00,14.00
239,BANANA GRANOLA,1.00,7.00
253,CAMPBELL STREET 220,1.00,6.95
268,SWISS DECAF 1KG,1.00,26.80
342, KALE KICK,1.00,4.60
343,COCO LOCO ,1.00,4.60
348,EXTRA AVOCADO,1.00,1.50
901,OAT MILK,11.00,0.00
902,DECAF,5.00,0.00
904,EXTRA HOT,1.00,0.00
905,BLACK,2.00,0.00
906,HOT MILK,6.00,0.00
908,COLD MILK,2.00,0.00
920,POACHED,5.00,0.00
927,JAM,1.00,0.00
930,JUST BUTTER,1.00,0.00

