RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,18.00,55.80
2,PICCOLO,1.00,2.90
3,AMERICANO,14.00,39.20
4,CAPPUCCINO,14.00,40.80
5,LATTE,12.00,38.40
7,MACCHIATO,1.00,2.45
9,CHEMEX,2.00,7.80
10,ICED CHAI,2.00,7.40
18,LEMONGRASS,1.00,2.95
23,MISC DRINK,1.00,5.90
26,TRUFFLE MUSHROOMS,3.00,28.50
27,GF CAKE,3.00,10.50
36,MINI HOT CHOC,1.00,2.00
38,ENGLISH BREAKFAST,4.00,11.80
40,DECAF TEA,4.00,11.60
41,APPLE JUICE,0.00,0.00
44,COLA,1.00,2.90
57,CAW APPLE/MAN,1.00,1.60
61,ORANGE JUICE,2.00,6.00
62,MOCHA,2.00,7.60
63,CHAI LATTE,1.00,3.55
67,FRY,17.00,229.50
68,POACHED NECTARINE,1.00,7.00
70,VEGAN FRY,5.00,67.50
76,PORK WAFFLES,1.00,14.00
77,TURKISH EGGS,1.00,8.50
83,COCONUT WAFFLES,1.00,12.00
87,BREAKFAST BOWL,1.00,12.00
100,TOAST,9.00,40.50
101,ESPRESSO MARMALADE,4.00,0.00
104,SAUSAGE ROLL,1.00,8.00
112,EXTRA BACON,1.00,2.00
113,EXTRA EGG,9.00,13.50
117,EXTRA TOMATO,1.00,1.50
124,EXTRA TOAST,1.00,1.50
132,T/A ,14.00,0.00
139,COCONUT MILK,2.00,0.00
142,KIDS SAUSAGE BEANS,1.00,5.50
145,KIDS BACON & BEANS,2.00,11.00
163,CAKE SLICE,21.00,70.87
232,BAC & SAUS BAP,7.00,49.00
239,BANANA GRANOLA,2.00,14.00
252,MILL TOWN 220,2.00,13.90
253,CAMPBELL STREET 220,1.00,6.95
341, ICED LATTE,1.00,3.70
342, KALE KICK,2.00,9.20
343,COCO LOCO ,1.00,4.60
345,VANILLA MILKSHAKE ,2.00,8.40
402, �3.50 BREAD,2.00,7.00
403, �4.00 BREAD,8.00,32.00
901,OAT MILK,23.00,0.00
902,DECAF,4.00,0.00
905,BLACK,5.00,0.00
906,HOT MILK,7.00,0.00
908,COLD MILK,2.00,0.00
920,POACHED,5.00,0.00
921,SCRAMBLED,4.00,0.00
927,JAM,2.00,0.00
930,JUST BUTTER,3.00,0.00
961,VEGAN,1.00,0.00
967,DAIRY ALLERGY,2.00,0.00

