RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,7.00,20.92
3,AMERICANO,4.00,11.20
4,CAPPUCCINO,4.00,12.80
5,LATTE,1.00,3.20
26,TRUFFLE MUSHROOMS,4.00,38.00
34,ICED BLACK,1.00,3.30
38,ENGLISH BREAKFAST,2.00,5.90
41,APPLE JUICE,1.00,3.00
42,ICED CHOCOLATE ,1.00,3.60
45,LEMONY LEMONADE ,2.00,5.80
46,GINGERELLA,1.00,2.90
54,SPARKLING WATER,1.00,3.00
62,MOCHA,1.00,3.80
64,KOMBUCHA,1.00,3.70
66,GARLIC BUTTER,1.00,8.00
67,FRY,3.00,40.50
71,SYRUP,1.00,0.40
76,PORK WAFFLES,3.00,42.00
77,TURKISH EGGS,4.00,34.00
100,TOAST,1.00,0.00
112,EXTRA BACON,1.00,2.00
113,EXTRA EGG,1.00,1.50
117,EXTRA TOMATO,1.00,1.50
132,T/A ,2.00,0.00
142,KIDS SAUSAGE BEANS,1.00,5.50
144,KIDS WAFFLES,1.00,0.00
163,CAKE SLICE,4.00,14.00
287,CAWSTON ELDER,2.00,6.00
341, ICED LATTE,1.00,3.70
342, KALE KICK,1.00,4.60
345,VANILLA MILKSHAKE ,1.00,4.20
346,CHOCO MILKSHAKE ,1.00,4.20
403, �4.00 BREAD,1.00,4.00
901,OAT MILK,6.00,0.00
902,DECAF,3.00,0.00
905,BLACK,3.00,0.00
906,HOT MILK,1.00,0.00
921,SCRAMBLED,1.00,0.00
927,JAM,1.00,0.00
944,VANILLA,1.00,0.00

