RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,5.00,15.50
2,PICCOLO,1.00,2.90
3,AMERICANO,7.00,19.60
4,CAPPUCCINO,8.00,25.60
5,LATTE,13.00,41.60
6,ESPRESSO,1.00,2.50
7,MACCHIATO,1.00,2.45
12,HOT CHOCOLATE,3.00,10.65
24,MISC FOOD,4.00,20.00
26,TRUFFLE MUSHROOMS,5.00,47.50
27,GF CAKE,7.00,24.50
38,ENGLISH BREAKFAST,4.00,11.80
39,MINT TEA,1.00,2.95
62,MOCHA,1.00,3.80
66,GARLIC BUTTER,1.00,8.00
67,FRY,1.00,13.50
71,SYRUP,2.00,0.80
73,NO CREAM,3.00,0.00
76,PORK WAFFLES,2.00,28.00
77,TURKISH EGGS,7.00,59.50
112,EXTRA BACON,2.00,4.00
113,EXTRA EGG,2.00,3.00
132,T/A ,1.00,0.00
139,COCONUT MILK,1.00,0.00
163,CAKE SLICE,15.00,52.50
232,BAC & SAUS BAP,2.00,7.00
239,BANANA GRANOLA,0.00,0.00
248,KIMCHI 500ML  ,0.00,0.00
251,ALTITUDE 220,2.00,13.90
252,MILL TOWN 220,1.00,6.95
254,RWANDA 220,1.00,7.90
260,ALTITUDE 1KG,1.00,26.80
325,EXTRA HASH BROWN,1.00,1.50
339,FILTER COFFEE ,0.00,0.00
341, ICED LATTE,1.00,3.70
343,COCO LOCO ,1.00,4.60
403, �4.00 BREAD,4.00,16.00
901,OAT MILK,11.00,0.00
902,DECAF,7.00,0.00
903,WEAK,1.00,0.00
904,EXTRA HOT,2.00,0.00
905,BLACK,1.00,0.00
906,HOT MILK,3.00,0.00
908,COLD MILK,3.00,0.00
920,POACHED,2.00,0.00
945,HAZELNUT,2.00,0.00
962,GLUTEN FREE,1.00,0.00
967,DAIRY ALLERGY,1.00,0.00

