RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,9.00,24.80
2,PICCOLO,1.00,2.90
3,AMERICANO,6.00,16.80
4,CAPPUCCINO,5.00,12.80
5,LATTE,2.00,6.40
10,ICED CHAI,1.00,3.70
22,EARL GREY,1.00,2.95
26,TRUFFLE MUSHROOMS,5.00,47.50
27,GF CAKE,2.00,7.00
35,ICED MOCHA,1.00,3.70
38,ENGLISH BREAKFAST,1.00,2.95
46,GINGERELLA,1.00,2.90
54,SPARKLING WATER,1.00,3.00
67,FRY,1.00,13.50
77,TURKISH EGGS,1.00,8.50
132,T/A ,2.00,0.00
139,COCONUT MILK,1.00,0.00
163,CAKE SLICE,22.00,71.75
168,COOKIE,2.00,6.00
206,COFFEE SACKS,0.00,0.00
216, BUMBLEES PRESERVE,0.00,0.00
219, WILLIES CACAO ,0.00,0.00
239,BANANA GRANOLA,1.00,7.00
250, CHILLI JAM 200G ,0.00,0.00
251,ALTITUDE 220,1.00,6.95
253,CAMPBELL STREET 220,2.00,13.90
259,SWISS DECAF 220,0.00,0.00
288,CAWSTON APPLE,1.00,3.00
341, ICED LATTE,6.00,22.20
403, �4.00 BREAD,2.00,8.00
901,OAT MILK,9.00,0.00
902,DECAF,3.00,0.00
904,EXTRA HOT,1.00,0.00
905,BLACK,4.00,0.00
906,HOT MILK,1.00,0.00
908,COLD MILK,1.00,0.00

