RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,8.00,23.60
3,AMERICANO,17.00,41.60
4,CAPPUCCINO,9.00,25.92
5,LATTE,14.00,44.10
8,OWN CUP,5.00,12.00
12,HOT CHOCOLATE,3.00,10.65
26,TRUFFLE MUSHROOMS,3.00,25.50
27,GF CAKE,1.00,3.25
30,LONG BLACK,1.00,2.85
36,MINI HOT CHOC,1.00,2.00
38,ENGLISH BREAKFAST,5.00,14.75
40,DECAF TEA,1.00,2.90
63,CHAI LATTE,1.00,3.55
67,FRY,5.00,60.00
71,SYRUP,1.00,0.40
72,CREAM,2.00,0.80
73,NO CREAM,1.00,0.00
76,PORK WAFFLES,1.00,9.95
77,TURKISH EGGS,2.00,15.90
100,TOAST,4.00,16.00
101,ESPRESSO MARMALADE,1.00,0.00
104,SAUSAGE ROLL,1.00,3.50
113,EXTRA EGG,9.00,8.50
117,EXTRA TOMATO,1.00,1.00
118,EXTRA MUSHROOM,2.00,3.00
124,EXTRA TOAST,2.00,1.00
132,T/A ,1.00,0.00
139,COCONUT MILK,1.00,0.00
145,KIDS BACON & BEANS,1.00,2.47
163,CAKE SLICE,22.00,63.00
165,DOUGHNUTS,1.00,4.00
251,ALTITUDE 220,2.00,13.90
256,ETHIOPIAN 220,1.00,9.10
260,ALTITUDE 1KG,1.00,26.80
336,COFFEE ORIGIN 1,1.00,0.20
343,COCO LOCO ,3.00,13.80
402, �3.50 BREAD,4.00,14.00
901,OAT MILK,11.00,0.00
902,DECAF,7.00,0.00
903,WEAK,5.00,0.00
904,EXTRA HOT,2.00,0.00
905,BLACK,7.00,0.00
906,HOT MILK,5.00,0.00
908,COLD MILK,5.00,0.00
920,POACHED,4.00,0.00
921,SCRAMBLED,4.00,0.00
923,FRIED,1.00,0.00
927,JAM,1.00,0.00
930,JUST BUTTER,2.00,0.00
946,CARAMEL,1.00,0.00

