RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,16.00,44.25
3,AMERICANO,9.00,23.40
4,CAPPUCCINO,11.00,33.55
5,LATTE,10.00,31.50
8,OWN CUP,2.00,4.80
15,BEETROOT LATTE,1.00,3.55
18,LEMONGRASS,3.00,8.85
21,FRUIT FUSION,1.00,2.95
22,EARL GREY,1.00,2.95
24,MISC FOOD,1.00,4.00
26,TRUFFLE MUSHROOMS,4.00,34.00
38,ENGLISH BREAKFAST,6.00,17.70
39,MINT TEA,1.00,2.95
63,CHAI LATTE,1.00,3.55
64,KOMBUCHA,2.00,7.40
66,GARLIC BUTTER,2.00,17.90
67,FRY,8.00,96.00
68,POACHED NECTARINE,2.00,24.00
71,SYRUP,3.00,1.20
75,VOUCHER SALE,1.00,50.00
76,PORK WAFFLES,2.00,19.90
77,TURKISH EGGS,2.00,15.90
83,COCONUT WAFFLES,2.00,22.00
91,TRUFFLED FRIES,2.00,11.00
98,FRIES,0.00,0.00
100,TOAST,6.00,24.00
112,EXTRA BACON,3.00,4.50
113,EXTRA EGG,5.00,5.00
120,EXTRA SAUSAGE,1.00,1.50
132,T/A ,3.00,0.00
139,COCONUT MILK,4.00,0.00
145,KIDS BACON & BEANS,1.00,4.95
163,CAKE SLICE,11.00,33.00
195,BREAD,0.00,0.00
239,BANANA GRANOLA,1.00,4.95
251,ALTITUDE 220,3.00,20.85
253,CAMPBELL STREET 220,3.00,20.85
261,MILL TOWN 1KG,1.00,26.80
268,SWISS DECAF 1KG,1.00,26.80
342, KALE KICK,1.00,4.60
343,COCO LOCO ,2.00,9.20
346,CHOCO MILKSHAKE ,2.00,8.20
402, �3.50 BREAD,2.00,7.00
403, �4.00 BREAD,2.00,8.00
901,OAT MILK,2.00,0.00
902,DECAF,0.00,0.00
903,WEAK,1.00,0.00
905,BLACK,7.00,0.00
906,HOT MILK,1.00,0.00
908,COLD MILK,1.00,0.00
920,POACHED,5.00,0.00
927,JAM,2.00,0.00
930,JUST BUTTER,4.00,0.00
944,VANILLA,1.00,0.00
945,HAZELNUT,1.00,0.00
946,CARAMEL,1.00,0.00

