RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,8.00,17.70
3,AMERICANO,6.00,15.60
4,CAPPUCCINO,9.00,24.40
5,LATTE,5.00,12.60
26,TRUFFLE MUSHROOMS,2.00,17.00
27,GF CAKE,2.00,6.50
38,ENGLISH BREAKFAST,1.00,2.95
54,SPARKLING WATER,1.00,3.00
62,MOCHA,1.00,3.55
63,CHAI LATTE,0.00,0.00
64,KOMBUCHA,1.00,3.70
66,GARLIC BUTTER,1.00,8.95
67,FRY,1.00,12.00
83,COCONUT WAFFLES,1.00,11.00
91,TRUFFLED FRIES,1.00,5.50
100,TOAST,4.00,16.00
103,GINGER MARMALADE,1.00,0.00
112,EXTRA BACON,1.00,1.50
113,EXTRA EGG,4.00,4.00
132,T/A ,2.00,0.00
163,CAKE SLICE,9.00,24.00
336,COFFEE ORIGIN 1,1.00,0.20
901,OAT MILK,5.00,0.00
902,DECAF,2.00,0.00
905,BLACK,4.00,0.00
908,COLD MILK,2.00,0.00
920,POACHED,2.00,0.00
921,SCRAMBLED,2.00,0.00
930,JUST BUTTER,3.00,0.00

