RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,12.00,33.92
3,AMERICANO,4.00,10.40
4,CAPPUCCINO,5.00,15.25
5,LATTE,4.00,12.60
8,OWN CUP,1.00,2.40
26,TRUFFLE MUSHROOMS,1.00,8.50
38,ENGLISH BREAKFAST,0.00,0.00
62,MOCHA,2.00,7.10
76,PORK WAFFLES,1.00,9.95
77,TURKISH EGGS,3.00,23.85
83,COCONUT WAFFLES,1.00,0.00
87,BREAKFAST BOWL,1.00,11.50
91,TRUFFLED FRIES,1.00,0.00
98,FRIES,1.00,3.00
132,T/A ,7.00,0.00
145,KIDS BACON & BEANS,2.00,4.95
163,CAKE SLICE,29.00,73.50
168,COOKIE,2.00,3.00
251,ALTITUDE 220,2.00,13.90
253,CAMPBELL STREET 220,1.00,6.95
254,RWANDA 220,0.00,0.00
256,ETHIOPIAN 220,2.00,18.20
262,CAMPBELL STREET 1KG,1.00,26.80
338,COFFEE ORIGIN 2 ,2.00,1.00
341, ICED LATTE,1.00,3.30
342, KALE KICK,1.00,4.60
343,COCO LOCO ,2.00,9.20
403, �4.00 BREAD,1.00,2.00
901,OAT MILK,3.00,0.00
902,DECAF,4.00,0.00
905,BLACK,2.00,0.00
906,HOT MILK,1.00,0.00
908,COLD MILK,1.00,0.00

