RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,8.00,23.60
3,AMERICANO,3.00,7.80
4,CAPPUCCINO,2.00,6.10
5,LATTE,1.00,3.15
9,CHEMEX,1.00,3.75
22,EARL GREY,1.00,2.95
38,ENGLISH BREAKFAST,4.00,11.80
49,WHITE WINE,1.00,4.60
51,SHEPPYS,1.00,4.60
52,WILD BEER,1.00,4.95
63,CHAI LATTE,1.00,3.55
67,FRY,4.00,48.00
68,POACHED NECTARINE,1.00,12.00
70,VEGAN FRY,1.00,12.00
77,TURKISH EGGS,1.00,7.95
83,COCONUT WAFFLES,2.00,22.00
87,BREAKFAST BOWL,3.00,34.50
91,TRUFFLED FRIES,2.00,5.50
98,FRIES,0.00,0.00
100,TOAST,1.00,4.00
132,T/A ,3.00,0.00
145,KIDS BACON & BEANS,1.00,4.95
163,CAKE SLICE,5.00,15.00
251,ALTITUDE 220,1.00,6.95
253,CAMPBELL STREET 220,1.00,6.95
259,SWISS DECAF 220,1.00,6.95
260,ALTITUDE 1KG,1.00,26.80
344, STRAWB MILKSHAKE,1.00,4.10
402, �3.50 BREAD,1.00,3.50
403, �4.00 BREAD,2.00,8.00
901,OAT MILK,2.00,0.00
902,DECAF,4.00,0.00
903,WEAK,1.00,0.00
906,HOT MILK,2.00,0.00
908,COLD MILK,1.00,0.00
930,JUST BUTTER,1.00,0.00
960, TIPS,1.00,5.00

