RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,14.00,41.30
3,AMERICANO,10.00,25.35
4,CAPPUCCINO,10.00,30.50
5,LATTE,15.00,47.25
9,CHEMEX,1.00,3.75
12,HOT CHOCOLATE,3.00,10.65
24,MISC FOOD,1.00,1.00
26,TRUFFLE MUSHROOMS,1.00,8.50
27,GF CAKE,3.00,9.75
29,KIDS GRANOLA,2.00,9.90
30,LONG BLACK,1.00,2.85
36,MINI HOT CHOC,5.00,10.00
38,ENGLISH BREAKFAST,3.00,8.85
46,GINGERELLA,2.00,5.80
62,MOCHA,1.00,3.55
63,CHAI LATTE,2.00,7.10
67,FRY,11.00,132.00
68,POACHED NECTARINE,2.00,24.00
71,SYRUP,3.00,1.20
72,CREAM,2.00,0.80
73,NO CREAM,1.00,0.00
76,PORK WAFFLES,1.00,7.46
77,TURKISH EGGS,4.00,31.80
83,COCONUT WAFFLES,2.00,22.00
98,FRIES,0.00,0.00
100,TOAST,4.00,16.00
101,ESPRESSO MARMALADE,2.00,0.00
104,SAUSAGE ROLL,3.00,10.50
112,EXTRA BACON,1.00,1.50
113,EXTRA EGG,5.00,5.00
120,EXTRA SAUSAGE,4.00,6.00
132,T/A ,1.00,0.00
142,KIDS SAUSAGE BEANS,4.00,19.80
144,KIDS WAFFLES,1.00,4.95
145,KIDS BACON & BEANS,3.00,14.85
163,CAKE SLICE,12.00,34.50
239,BANANA GRANOLA,2.00,9.90
251,ALTITUDE 220,1.00,6.95
342, KALE KICK,1.00,4.60
343,COCO LOCO ,1.00,4.60
346,CHOCO MILKSHAKE ,2.00,8.20
901,OAT MILK,5.00,0.00
902,DECAF,3.00,0.00
905,BLACK,5.00,0.00
908,COLD MILK,5.00,0.00
920,POACHED,4.00,0.00
923,FRIED,1.00,0.00
930,JUST BUTTER,2.00,0.00
945,HAZELNUT,1.00,0.00
946,CARAMEL,2.00,0.00

