RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,3.00,8.25
3,AMERICANO,4.00,10.40
4,CAPPUCCINO,5.00,15.25
5,LATTE,5.00,15.75
12,HOT CHOCOLATE,1.00,3.55
26,TRUFFLE MUSHROOMS,4.00,34.00
27,GF CAKE,2.00,6.17
30,LONG BLACK,1.00,2.85
38,ENGLISH BREAKFAST,5.00,14.75
40,DECAF TEA,1.00,2.90
41,APPLE JUICE,2.00,6.00
44,COLA,1.00,2.90
46,GINGERELLA,1.00,2.90
54,SPARKLING WATER,4.00,12.00
61,ORANGE JUICE,1.00,3.00
62,MOCHA,1.00,3.55
64,KOMBUCHA,1.00,3.70
66,GARLIC BUTTER,3.00,26.85
67,FRY,2.00,24.00
68,POACHED NECTARINE,1.00,12.00
70,VEGAN FRY,1.00,12.00
73,NO CREAM,1.00,0.00
76,PORK WAFFLES,1.00,9.95
77,TURKISH EGGS,2.00,15.90
83,COCONUT WAFFLES,3.00,33.00
91,TRUFFLED FRIES,3.00,16.50
98,FRIES,1.00,3.00
100,TOAST,3.00,8.00
101,ESPRESSO MARMALADE,2.00,0.00
112,EXTRA BACON,3.00,3.00
113,EXTRA EGG,1.00,1.00
142,KIDS SAUSAGE BEANS,1.00,4.95
145,KIDS BACON & BEANS,3.00,9.90
163,CAKE SLICE,5.00,14.70
240,BAKED HAM,2.00,17.90
251,ALTITUDE 220,2.00,13.90
252,MILL TOWN 220,2.00,13.90
253,CAMPBELL STREET 220,1.00,6.95
256,ETHIOPIAN 220,1.00,9.10
342, KALE KICK,2.00,9.20
348,EXTRA AVOCADO,2.00,1.50
901,OAT MILK,2.00,0.00
902,DECAF,1.00,0.00
904,EXTRA HOT,2.00,0.00
906,HOT MILK,2.00,0.00
908,COLD MILK,2.00,0.00
920,POACHED,1.00,0.00
930,JUST BUTTER,1.00,0.00
960, TIPS,1.00,3.85

