RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,4.00,11.06
3,AMERICANO,6.00,13.65
4,CAPPUCCINO,4.00,12.20
5,LATTE,3.00,9.45
12,HOT CHOCOLATE,3.00,10.65
15,BEETROOT LATTE,1.00,3.55
19,GREEN TEA,1.00,2.95
26,TRUFFLE MUSHROOMS,2.00,17.00
38,ENGLISH BREAKFAST,2.00,5.16
39,MINT TEA,1.00,2.95
41,APPLE JUICE,1.00,3.00
67,FRY,0.00,-3.00
68,POACHED NECTARINE,0.00,0.00
70,VEGAN FRY,1.00,12.00
72,CREAM,2.00,0.80
73,NO CREAM,1.00,0.00
77,TURKISH EGGS,3.00,21.86
84,WEARE KOMBUCHA,1.00,3.70
104,SAUSAGE ROLL,3.00,10.50
143,KIDS VEGAN SAUSAGE,1.00,4.95
145,KIDS BACON & BEANS,2.00,0.00
163,CAKE SLICE,11.00,25.50
165,DOUGHNUTS,1.00,4.00
239,BANANA GRANOLA,1.00,4.95
252,MILL TOWN 220,1.00,6.95
253,CAMPBELL STREET 220,1.00,6.95
341, ICED LATTE,2.00,6.60
402, �3.50 BREAD,2.00,6.12
901,OAT MILK,3.00,0.00
902,DECAF,1.00,0.00
905,BLACK,3.00,0.00
906,HOT MILK,2.00,0.00
908,COLD MILK,1.00,0.00

