RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,6.00,17.70
2,PICCOLO,1.00,2.75
3,AMERICANO,2.00,5.20
4,CAPPUCCINO,4.00,12.20
5,LATTE,2.00,6.30
12,HOT CHOCOLATE,0.00,0.00
17,BABYCINO,1.00,0.00
18,LEMONGRASS,1.00,2.95
38,ENGLISH BREAKFAST,1.00,2.95
39,MINT TEA,1.00,2.95
61,ORANGE JUICE,1.00,3.00
62,MOCHA,1.00,3.55
63,CHAI LATTE,1.00,3.55
64,KOMBUCHA,0.00,0.00
71,SYRUP,1.00,0.40
76,PORK WAFFLES,1.00,9.95
77,TURKISH EGGS,1.00,7.95
84,WEARE KOMBUCHA,1.00,3.70
87,BREAKFAST BOWL,1.00,11.50
100,TOAST,1.00,4.00
101,ESPRESSO MARMALADE,1.00,0.00
113,EXTRA EGG,1.00,1.00
124,EXTRA TOAST,1.00,0.50
132,T/A ,2.00,0.00
145,KIDS BACON & BEANS,1.00,4.95
163,CAKE SLICE,4.00,10.50
239,BANANA GRANOLA,3.00,14.85
253,CAMPBELL STREET 220,1.00,6.95
259,SWISS DECAF 220,1.00,3.47
260,ALTITUDE 1KG,4.00,107.20
325,EXTRA HASH BROWN,1.00,1.00
901,OAT MILK,4.00,0.00
902,DECAF,1.00,0.00
905,BLACK,1.00,0.00
908,COLD MILK,1.00,0.00
920,POACHED,1.00,0.00
945,HAZELNUT,1.00,0.00

