RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,10.00,29.50
3,AMERICANO,11.00,26.00
4,CAPPUCCINO,3.00,9.15
5,LATTE,7.00,18.10
6,ESPRESSO,0.00,0.00
12,HOT CHOCOLATE,3.00,10.65
17,BABYCINO,1.00,0.00
19,GREEN TEA,1.00,2.95
22,EARL GREY,1.00,2.95
23,MISC DRINK,1.00,3.00
26,TRUFFLE MUSHROOMS,0.00,0.00
29,KIDS GRANOLA,2.00,9.90
36,MINI HOT CHOC,2.00,4.00
38,ENGLISH BREAKFAST,3.00,7.37
39,MINT TEA,1.00,2.95
56,CAW APPLE/PEAR,3.00,4.80
66,GARLIC BUTTER,3.00,26.85
67,FRY,1.00,0.00
68,POACHED NECTARINE,2.00,24.00
70,VEGAN FRY,0.00,0.00
71,SYRUP,2.00,0.70
72,CREAM,1.00,0.40
73,NO CREAM,2.00,0.00
77,TURKISH EGGS,2.00,15.90
83,COCONUT WAFFLES,1.00,0.00
84,WEARE KOMBUCHA,1.00,3.70
96,HUSKEE CUPS,1.00,14.95
98,FRIES,1.00,3.00
100,TOAST,2.00,4.00
101,ESPRESSO MARMALADE,1.00,0.00
104,SAUSAGE ROLL,6.00,21.00
112,EXTRA BACON,2.00,3.00
113,EXTRA EGG,2.00,2.00
116,EXTRA BEANS,1.00,1.50
117,EXTRA TOMATO,1.00,1.00
120,EXTRA SAUSAGE,2.00,3.00
132,T/A ,2.00,0.00
142,KIDS SAUSAGE BEANS,5.00,19.80
143,KIDS VEGAN SAUSAGE,1.00,4.95
163,CAKE SLICE,22.00,64.50
195,BREAD,4.00,14.00
239,BANANA GRANOLA,1.00,4.95
252,MILL TOWN 220,1.00,3.47
253,CAMPBELL STREET 220,2.00,13.90
343,COCO LOCO ,4.00,18.40
344, STRAWB MILKSHAKE,1.00,4.10
345,VANILLA MILKSHAKE ,1.00,4.10
346,CHOCO MILKSHAKE ,1.00,4.10
901,OAT MILK,3.00,0.00
905,BLACK,7.00,0.00
906,HOT MILK,1.00,0.00
908,COLD MILK,3.00,0.00
921,SCRAMBLED,2.00,0.00
927,JAM,1.00,0.00
946,CARAMEL,2.00,0.00

