RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,13.00,38.35
3,AMERICANO,11.00,28.60
4,CAPPUCCINO,8.00,24.40
5,LATTE,10.00,31.50
8,OWN CUP,4.00,7.20
10,ICED CHAI,1.00,3.60
12,HOT CHOCOLATE,0.00,0.00
22,EARL GREY,2.00,5.90
26,TRUFFLE MUSHROOMS,1.00,8.50
27,GF CAKE,2.00,6.50
30,LONG BLACK,3.00,8.55
31,BATCH BREW,0.00,0.00
38,ENGLISH BREAKFAST,6.00,17.70
40,DECAF TEA,2.00,5.80
62,MOCHA,1.00,3.55
63,CHAI LATTE,1.00,3.55
67,FRY,4.00,48.00
68,POACHED NECTARINE,1.00,12.00
73,NO CREAM,0.00,0.00
76,PORK WAFFLES,2.00,19.90
77,TURKISH EGGS,3.00,23.85
83,COCONUT WAFFLES,3.00,33.00
87,BREAKFAST BOWL,2.00,23.00
100,TOAST,6.00,24.00
101,ESPRESSO MARMALADE,1.00,0.00
104,SAUSAGE ROLL,4.00,14.00
112,EXTRA BACON,2.00,3.00
113,EXTRA EGG,2.00,2.00
132,T/A ,3.00,0.00
139,COCONUT MILK,1.00,0.00
163,CAKE SLICE,6.00,18.00
239,BANANA GRANOLA,1.00,4.95
251,ALTITUDE 220,2.00,13.90
253,CAMPBELL STREET 220,3.00,17.37
259,SWISS DECAF 220,1.00,3.47
342, KALE KICK,1.00,4.60
402, �3.50 BREAD,2.00,5.25
403, �4.00 BREAD,5.00,16.00
901,OAT MILK,2.00,0.00
902,DECAF,2.00,0.00
905,BLACK,5.00,0.00
906,HOT MILK,3.00,0.00
908,COLD MILK,3.00,0.00
921,SCRAMBLED,2.00,0.00
927,JAM,2.00,0.00
929,MARMITE,1.00,0.00
930,JUST BUTTER,2.00,0.00
960, TIPS,1.00,3.05

