RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,7.00,21.70
3,AMERICANO,5.00,14.00
4,CAPPUCCINO,5.00,12.80
5,LATTE,5.00,16.00
6,ESPRESSO,1.00,2.50
22,EARL GREY,2.00,5.90
26,TRUFFLE MUSHROOMS,1.00,9.50
27,GF CAKE,0.00,0.00
30,LONG BLACK,2.00,5.70
38,ENGLISH BREAKFAST,1.00,2.95
41,APPLE JUICE,1.00,3.00
44,COLA,2.00,5.80
62,MOCHA,1.00,3.80
66,GARLIC BUTTER,2.00,0.00
67,FRY,3.00,40.50
71,SYRUP,2.00,0.80
76,PORK WAFFLES,1.00,14.00
77,TURKISH EGGS,2.00,8.50
87,BREAKFAST BOWL,1.00,12.00
91,TRUFFLED FRIES,2.00,10.00
100,TOAST,1.00,4.50
101,ESPRESSO MARMALADE,1.00,0.00
112,EXTRA BACON,1.00,0.00
143,KIDS VEGAN SAUSAGE,1.00,5.50
163,CAKE SLICE,17.00,66.00
165,DOUGHNUTS,0.00,0.00
168,COOKIE,3.00,9.00
251,ALTITUDE 220,2.00,13.90
254,RWANDA 220,2.00,15.80
257,COSTA RICA 220,1.00,7.90
262,CAMPBELL STREET 1KG,1.00,26.80
288,CAWSTON APPLE,1.00,3.00
301,TOTE BAG,1.00,5.00
325,EXTRA HASH BROWN,1.00,1.50
338,COFFEE ORIGIN 2 ,1.00,0.50
341, ICED LATTE,3.00,11.10
343,COCO LOCO ,1.00,4.60
346,CHOCO MILKSHAKE ,2.00,8.40
901,OAT MILK,8.00,0.00
902,DECAF,6.00,0.00
905,BLACK,3.00,0.00
908,COLD MILK,2.00,0.00
946,CARAMEL,2.00,0.00
949, DAIRY MILK,0.00,0.00

