RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,1.00,2.95
3,AMERICANO,5.00,13.00
4,CAPPUCCINO,5.00,15.25
5,LATTE,4.00,12.60
6,ESPRESSO,2.00,3.66
9,CHEMEX,0.00,0.00
12,HOT CHOCOLATE,1.00,3.55
26,TRUFFLE MUSHROOMS,4.00,35.62
30,LONG BLACK,1.00,2.85
38,ENGLISH BREAKFAST,1.00,2.95
39,MINT TEA,1.00,2.95
41,APPLE JUICE,1.00,3.00
61,ORANGE JUICE,3.00,7.50
62,MOCHA,1.00,3.55
66,GARLIC BUTTER,2.00,0.00
71,SYRUP,1.00,0.40
73,NO CREAM,1.00,0.00
77,TURKISH EGGS,2.00,17.00
104,SAUSAGE ROLL,3.00,24.00
112,EXTRA BACON,1.00,2.00
120,EXTRA SAUSAGE,2.00,0.00
163,CAKE SLICE,13.00,33.00
179,BREAD & BUTTER,0.00,0.00
232,BAC & SAUS BAP,2.00,10.50
240,BAKED HAM,1.00,0.00
251,ALTITUDE 220,1.00,6.95
256,ETHIOPIAN 220,3.00,20.47
259,SWISS DECAF 220,1.00,6.95
262,CAMPBELL STREET 1KG,1.00,13.40
287,CAWSTON ELDER,1.00,3.00
342, KALE KICK,1.00,4.60
343,COCO LOCO ,0.00,0.00
345,VANILLA MILKSHAKE ,1.00,4.10
346,CHOCO MILKSHAKE ,2.00,8.20
901,OAT MILK,5.00,0.00
902,DECAF,4.00,0.00
904,EXTRA HOT,1.00,0.00
905,BLACK,4.00,0.00
906,HOT MILK,1.00,0.00
944,VANILLA,1.00,0.00
960, TIPS,1.00,3.35

