RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,7.00,17.69
2,PICCOLO,1.00,2.75
3,AMERICANO,6.00,15.60
4,CAPPUCCINO,10.00,30.50
5,LATTE,12.00,37.80
6,ESPRESSO,1.00,2.45
8,OWN CUP,0.00,0.00
12,HOT CHOCOLATE,3.00,10.65
15,BEETROOT LATTE,2.00,7.10
22,EARL GREY,1.00,2.95
24,MISC FOOD,2.00,17.85
26,TRUFFLE MUSHROOMS,8.00,57.37
29,KIDS GRANOLA,3.00,14.85
30,LONG BLACK,1.00,2.85
36,MINI HOT CHOC,1.00,2.00
38,ENGLISH BREAKFAST,4.00,11.80
39,MINT TEA,2.00,5.90
41,APPLE JUICE,2.00,5.25
45,LEMONY LEMONADE ,3.00,7.97
54,SPARKLING WATER,2.00,6.00
67,FRY,4.00,48.00
70,VEGAN FRY,1.00,12.00
71,SYRUP,2.00,0.80
72,CREAM,1.00,0.40
73,NO CREAM,2.00,0.00
76,PORK WAFFLES,5.00,47.26
83,COCONUT WAFFLES,5.00,52.25
84,WEARE KOMBUCHA,1.00,3.70
87,BREAKFAST BOWL,4.00,46.00
100,TOAST,3.00,8.00
103,GINGER MARMALADE,1.00,0.00
112,EXTRA BACON,2.00,1.50
113,EXTRA EGG,2.00,0.00
123,GF,1.00,0.00
132,T/A ,3.00,0.00
133,TAKEAWAY,1.00,0.00
145,KIDS BACON & BEANS,5.00,24.75
163,CAKE SLICE,13.00,36.00
165,DOUGHNUTS,5.00,20.00
240,BAKED HAM,1.00,8.95
251,ALTITUDE 220,2.00,13.90
254,RWANDA 220,3.00,23.70
301,TOTE BAG,0.00,0.00
330,PROPER JOB,1.00,3.45
342, KALE KICK,1.00,4.60
343,COCO LOCO ,1.00,4.60
402, �3.50 BREAD,3.00,9.62
403, �4.00 BREAD,3.00,12.00
901,OAT MILK,7.00,0.00
902,DECAF,1.00,0.00
903,WEAK,5.00,0.00
904,EXTRA HOT,2.00,0.00
905,BLACK,1.00,0.00
906,HOT MILK,5.00,0.00
920,POACHED,2.00,0.00
929,MARMITE,1.00,0.00
930,JUST BUTTER,0.00,0.00
944,VANILLA,2.00,0.00
967,DAIRY ALLERGY,0.00,0.00

