RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,15.00,44.25
3,AMERICANO,16.00,40.95
4,CAPPUCCINO,6.00,18.30
5,LATTE,17.00,53.55
6,ESPRESSO,1.00,2.45
8,OWN CUP,1.00,2.40
9,CHEMEX,1.00,3.75
12,HOT CHOCOLATE,2.00,7.10
22,EARL GREY,1.00,2.95
23,MISC DRINK,2.00,10.75
26,TRUFFLE MUSHROOMS,4.00,34.00
27,GF CAKE,2.00,6.50
30,LONG BLACK,2.00,5.70
35,ICED MOCHA,5.00,18.00
36,MINI HOT CHOC,2.00,4.00
38,ENGLISH BREAKFAST,2.00,5.90
41,APPLE JUICE,2.00,6.00
42,ICED CHOCOLATE ,1.00,3.60
44,COLA,1.00,2.90
57,CAW APPLE/MAN,2.00,3.20
61,ORANGE JUICE,7.00,21.00
62,MOCHA,1.00,3.55
63,CHAI LATTE,1.00,3.55
67,FRY,18.00,216.00
71,SYRUP,3.00,1.20
73,NO CREAM,2.00,0.00
76,PORK WAFFLES,3.00,29.85
77,TURKISH EGGS,3.00,21.86
83,COCONUT WAFFLES,4.00,44.00
84,WEARE KOMBUCHA,1.00,3.70
87,BREAKFAST BOWL,1.00,11.50
100,TOAST,4.00,16.00
112,EXTRA BACON,4.00,5.62
113,EXTRA EGG,8.00,7.50
118,EXTRA MUSHROOM,1.00,1.50
120,EXTRA SAUSAGE,5.00,7.50
124,EXTRA TOAST,4.00,1.87
132,T/A ,4.00,0.00
139,COCONUT MILK,3.00,0.00
142,KIDS SAUSAGE BEANS,2.00,9.90
145,KIDS BACON & BEANS,15.00,74.25
163,CAKE SLICE,12.00,36.00
165,DOUGHNUTS,2.00,8.00
239,BANANA GRANOLA,4.00,19.80
240,BAKED HAM,1.00,8.95
253,CAMPBELL STREET 220,1.00,6.95
259,SWISS DECAF 220,1.00,6.95
338,COFFEE ORIGIN 2 ,2.00,1.00
339,FILTER COFFEE ,1.00,2.00
341, ICED LATTE,1.00,3.30
402, �3.50 BREAD,1.00,3.50
403, �4.00 BREAD,3.00,12.00
901,OAT MILK,2.00,0.00
902,DECAF,4.00,0.00
903,WEAK,1.00,0.00
905,BLACK,8.00,0.00
906,HOT MILK,1.00,0.00
908,COLD MILK,7.00,0.00
920,POACHED,5.00,0.00
923,FRIED,3.00,0.00
927,JAM,2.00,0.00
930,JUST BUTTER,2.00,0.00
946,CARAMEL,3.00,0.00
960, TIPS,1.00,0.60

