RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,7.00,20.65
3,AMERICANO,10.00,23.40
4,CAPPUCCINO,13.00,39.65
5,LATTE,7.00,22.05
12,HOT CHOCOLATE,2.00,7.10
15,BEETROOT LATTE,1.00,3.55
21,FRUIT FUSION,1.00,2.95
26,TRUFFLE MUSHROOMS,1.00,9.50
27,GF CAKE,1.00,3.25
30,LONG BLACK,2.00,5.70
38,ENGLISH BREAKFAST,3.00,8.85
39,MINT TEA,1.00,2.95
62,MOCHA,2.00,7.10
63,CHAI LATTE,3.00,10.65
67,FRY,4.00,54.00
73,NO CREAM,2.00,0.00
77,TURKISH EGGS,4.00,34.00
84,WEARE KOMBUCHA,1.00,3.70
91,TRUFFLED FRIES,1.00,5.00
98,FRIES,0.00,0.00
100,TOAST,4.00,18.00
101,ESPRESSO MARMALADE,3.00,0.00
113,EXTRA EGG,4.00,6.00
118,EXTRA MUSHROOM,1.00,1.50
139,COCONUT MILK,3.00,0.00
142,KIDS SAUSAGE BEANS,1.00,5.50
163,CAKE SLICE,6.00,18.00
251,ALTITUDE 220,2.00,13.90
252,MILL TOWN 220,2.00,13.90
260,ALTITUDE 1KG,1.00,26.80
341, ICED LATTE,1.00,3.30
343,COCO LOCO ,2.00,9.20
402, �3.50 BREAD,0.00,0.00
403, �4.00 BREAD,5.00,20.00
901,OAT MILK,15.00,0.00
902,DECAF,9.00,0.00
903,WEAK,1.00,0.00
904,EXTRA HOT,1.00,0.00
905,BLACK,5.00,0.00
906,HOT MILK,1.00,0.00
908,COLD MILK,4.00,0.00
920,POACHED,4.00,0.00
930,JUST BUTTER,1.00,0.00

